# level,theme,typeCount,slotCapacity,threeStarSeconds,twoStarSeconds,clearReward,layers
# v9 progression: staged theme unlocks; slower icon-type ramp; level 120+ supports 4 layers; level 360+ supports 5 layers
689,Bug,9,7,303,606,114,Custom:X.XXX../.X..X.X/.XX...X/.XXXXXX/X.XXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.66|LayerPillar12@0.5:0.5:0.51|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
690,Fantasy,9,7,315,630,114,Custom:X.XX..../..XXXX../X.XXXXXX/...XXX../..XXXX../XXXX.XXX/XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.66|LayerDiagonal6@0.5:0.5:0.51|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
691,Weather,9,7,304,608,114,Custom:XXXX.XX/X.X.XXX/XXX...X/X.X..XX/X..X..X/XXXXXXX/XXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.66|LayerLine12@0.5:0.5:0.50|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
692,Tool,9,7,304,608,114,Custom:.XXXXXX/XXXX.XX/XXXXXXX/XX.XXXX/XXXXXXX/X.XXX..@0:0:1|LayerCorners12@0.5:0.5:0.66|LayerStagger9@0.5:0.5:0.50|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
693,Fantasy,9,7,304,608,114,Custom:......X./XXX...XX/XXXX.XXX/XXXXX.XX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.66|LayerMiniDiamond9@0.5:0.5:0.50|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
694,Food,9,7,304,608,114,Custom:XX...XX/XXXX.XX/XXXXXXX/XXXXXXX/XX.XXXX/XXXXXX.@0:0:1|LayerDiamond15@0.5:0.5:0.66|LayerCross15@0.5:0.5:0.50|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
695,Plant,9,7,304,608,114,Custom:.X.X.XX/.XX.XXX/.X..XXX/X....XX/X.XXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.66|LayerOffset12@0.5:0.5:0.50|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
696,Animal,9,7,305,610,115,Custom:XXXX..../XXXX..../XX.X...X/XXX...../XXXXXX.X/XXXXX..X/XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.66|LayerPillar12@0.5:0.5:0.50|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
697,Sweet,9,7,305,610,115,Custom:....XXX/..X.XXX/.X..XXX/XXXXXXX/XXXX.XX/.XX.XXX/XXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.66|LayerDiagonal6@0.5:0.5:0.50|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
698,Bug,9,7,305,610,115,Custom:.....X./..X.XXX/.XXXXXX/XXXXXX./XXXXXXX/..XXXXX/XXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.66|LayerLine12@0.5:0.5:0.50|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
699,Vehicle,9,7,305,610,115,Custom:.XXXX.XX/..XXXXXX/..XXXXX./.X.XXXX./XXXXXXXX/..XXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.66|LayerStagger9@0.5:0.5:0.50|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
700,Fantasy,9,7,318,636,135,Custom:X....X./XXX.XXX/XXXXXXX/XXXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.66|LayerMiniDiamond9@0.5:0.5:0.50|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
701,Tool,9,7,312,624,115,Custom:..XXXXXX/.XXXXXXX/XXXXXXXX/XXXXXXX./..XXXXXX/..XXXXX.@0:0:1|LayerLine12@0.5:0.5:0.66|LayerCross15@0.5:0.5:0.50|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
702,Fantasy,9,7,312,624,115,Custom:..XXXXXX./.X.XXXXX./...XX...X/...XX..XX/..XXXX..X/XXXXXX.../XXXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.66|LayerOffset12@0.5:0.5:0.50|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
703,Food,9,7,312,624,115,Custom:XX...X../.XX.XX../XXXXXXX./XXXXX.../XXXXX.../XXXXXXX./XXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.66|LayerPillar12@0.5:0.5:0.50|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
704,Plant,9,7,312,624,116,Custom:.XX.XX.X/XX.XX.X./..XXXX../..XXXXX./..XXXXX./XXXXXXX./XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.66|LayerDiagonal6@0.5:0.5:0.50|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
705,Animal,9,7,313,626,116,Custom:..X.XXXX./..XXXXXXX/..X.X.XXX/.....XXXX/X....XXXX/XX..XXXXX/..XXXXXX.@0:0:1|LayerCap18@0.5:0.5:0.66|LayerLine12@0.5:0.5:0.50|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
706,Sweet,9,7,313,626,116,Custom:.X..XXXX/XXXXXXXX/.XXXXX.X/..XXXXXX/.XXXXXX./XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.66|LayerStagger9@0.5:0.5:0.50|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
707,Bug,9,7,313,626,116,Custom:X.X..XX./X.X.XXXX/..XXXXXX/XXXXXX.X/XXXXXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.66|LayerMiniDiamond9@0.5:0.5:0.50|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
708,Vehicle,9,7,313,626,116,Custom:.....XXXX/X..XX.XXX/XX.XXXXXX/XX..XXXXX/XX...XXXX/XXX.XXXXX@0:0:1|LayerStagger9@0.5:0.5:0.66|LayerCross15@0.5:0.5:0.50|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
709,Weather,9,7,313,626,116,Custom:...XXX.X/..XXXX../.XXXXX../..XXXX../.XXXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.66|LayerOffset12@0.5:0.5:0.50|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
710,Fantasy,9,7,326,652,116,Custom:....XX../.XXXX.../XX..X.X./XXXXXXXX/X.XXXXX./XXXXXXX./XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.66|LayerPillar12@0.5:0.5:0.50|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
711,Fantasy,9,7,314,628,116,Custom:.....X.../....XX..X/...XXXXXX/X.XXXXXXX/...XXXXX./X.XXXXXXX/XX.XXXXXX@0:0:1|LayerLine12@0.5:0.5:0.66|LayerDiagonal6@0.5:0.5:0.50|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
712,Food,9,7,314,628,117,Custom:..XXXXXX/...XXXX./XXXXXXXX/XXXXXXX./..XXXXXX/XXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.66|LayerLine12@0.5:0.5:0.50|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
713,Plant,9,7,314,628,117,Custom:..XXXX../..XXXX.X/.XXXXXXX/XXXXXX.X/XXXXXXXX/XXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.65|LayerStagger9@0.5:0.5:0.50|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
714,Animal,9,7,315,630,117,Custom:.X.XXXX../..XX.XX../..XXXXXX./.XXXXXXX./.XXXXXXXX/XXXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.65|LayerMiniDiamond9@0.5:0.5:0.50|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
715,Sweet,9,7,315,630,117,Custom:..X..XXX/XXX..XXX/XXXXXXXX/X..XXX.X/XXXXXXXX/XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.65|LayerCross15@0.5:0.5:0.50|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
716,Bug,9,7,315,630,117,Custom:..XXXXXX/.XXXXXX./.XXXXXXX/X.XXXX.X/.XXXXXXX/XXXXXXX.@0:0:1|LayerPillar12@0.5:0.5:0.65|LayerOffset12@0.5:0.5:0.50|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
717,Vehicle,9,7,315,630,117,Custom:..XXXX.../...XXX.../..XXXXX../.XXXX..../.XXXXXX../XXXXXXXX./XXXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.65|LayerPillar12@0.5:0.5:0.50|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
718,Weather,9,7,315,630,117,Custom:....XXXX/.X...X../XXXXXXXX/.XXXXXX./.XXXXXXX/.X.XXXXX/.X.XXXXX@0:0:1|LayerStagger9@0.5:0.5:0.65|LayerDiagonal6@0.5:0.5:0.50|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
719,Tool,9,7,316,632,117,Custom:.X.XXX../.XXXXXXX/XXXXXXX./.XXXXXXX/X.XXXXXX/.XXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.65|LayerLine12@0.5:0.5:0.50|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
720,Fantasy,9,7,328,656,118,Custom:..XXX.X../..XXXXXXX/XXXX.XX../XXXXXXX../.XXXXXXX./.XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.65|LayerStagger9@0.5:0.5:0.50|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
721,Food,9,7,316,632,118,Custom:...XXX.../X.XXXXX../XXXXXX.X./XXXXXXXX./XXXXXXXXX/..XXXXX.X@0:0:1|LayerLine12@0.5:0.5:0.65|LayerMiniDiamond9@0.5:0.5:0.50|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
722,Plant,9,7,316,632,118,Custom:X.XX..../.XXXXXX./XXX.XXXX/XXXXXX.X/XXXXXXXX/XXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.65|LayerCross15@0.5:0.5:0.50|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
723,Animal,9,7,317,634,118,Custom:.XXXXXX/XXXX.../XXXXXX./XXXXXX./XXXXX../XXXXX../XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.65|LayerOffset12@0.5:0.5:0.50|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
724,Sweet,9,7,317,634,118,Custom:.XXXX.X/XXXXXXX/.XXXXX./.XXXXXX/.XXXX../XXXXXX./.XXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.65|LayerPillar12@0.5:0.5:0.50|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
725,Bug,9,7,317,634,138,Custom:.XXXXXXX/..XXXXX./..XXXXX./..XXX.X./..XXXXX./.XXXXXX./X.XXXXXX@0:0:1|LayerCap18@0.5:0.5:0.65|LayerDiagonal6@0.5:0.5:0.50|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
726,Vehicle,9,7,317,634,118,Custom:XXX.X.XXX/.XXXXX..X/.XX.XXXX./.XXXXXXX./.XXXXXX../.XXXXXXX.@0:0:1|LayerPillar12@0.5:0.5:0.65|LayerLine12@0.5:0.5:0.50|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
727,Weather,9,7,317,634,118,Custom:..XX.XXX./..XXXXX.X/XXXXXXXX./XXXX.X.X./XX..XXXXX/XXX..XXXX@0:0:1|LayerCross15@0.5:0.5:0.65|LayerStagger9@0.5:0.5:0.50|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
728,Tool,9,7,318,636,119,Custom:XXXX..XX/XXX.X.X./XX.XXX../XXXXXX.X/XXXXXXXX/XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.65|LayerMiniDiamond9@0.5:0.5:0.50|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
729,Fantasy,9,7,318,636,119,Custom:.XX.XX..X/.XXXXX.../.XXXXXX../XXXXXX.X./XXXXXX.X./XXXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.65|LayerCross15@0.5:0.5:0.50|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
730,Fantasy,9,7,330,660,119,Custom:....XX.../XXX.XXXXX/.XXXXXXX./..XXX..../XXXX.X.../X.XXXXXX./..XXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.65|LayerOffset12@0.5:0.5:0.50|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
731,Plant,9,7,318,636,119,Custom:..XXXXX./.XXXX.X./XXXXXX../XXXX..XX/XXXX.XXX/..XXXX.X/..XXXXX.@0:0:1|LayerLine12@0.5:0.5:0.65|LayerPillar12@0.5:0.5:0.50|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
732,Animal,9,7,319,638,119,Custom:....X.X../....X..X./....XX.../XXXXXXXXX/X.X.XXXXX/.XXXXXXXX/XXXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.65|LayerDiagonal6@0.5:0.5:0.50|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
733,Sweet,9,7,319,638,119,Custom:..XXXXX.X/..XXXX.XX/..XXXXX.X/X.XXXXX.X/..XXXXXXX/..XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.65|LayerLine12@0.5:0.5:0.50|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
734,Bug,9,7,319,638,119,Custom:.X.XXXX./..XXX.X./.XXXXXX./XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.65|LayerStagger9@0.5:0.5:0.50|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
735,Vehicle,9,7,319,638,119,Custom:...X..XX./XX.XXXXX./..XXXXX.X/.XXXXXXX./XXXXXXXX./XXXXXXXX.@0:0:1|LayerCap18@0.5:0.5:0.65|LayerMiniDiamond9@0.5:0.5:0.50|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
736,Weather,9,7,319,638,120,Custom:.XXXXX.../.XXXX.X../.XXXXX.../X.XXXXXXX/XXXXXXXXX/XXXXXX..X@0:0:1|LayerPillar12@0.5:0.5:0.65|LayerCross15@0.5:0.5:0.50|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
737,Tool,9,7,320,640,120,Custom:.X.X..X./.XXX.XX./XXXXXXXX/XXXXXXXX/XXXXXXXX/X.XXXXXX@0:0:1|LayerCross15@0.5:0.5:0.65|LayerOffset12@0.5:0.5:0.50|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
738,Fantasy,9,7,320,640,120,Custom:XXXX...X./XXXX...XX/XXXX....X/.XXX.X.X./.X....XXX/XX.XX..XX/XXXXXXXX.@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.50|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
739,Food,9,7,320,640,120,Custom:..XXXX.XX/X.X.XX.X./.....XX../.....X.../..XXXXXXX/XXXXXXXXX/XXXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.50|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
740,Fantasy,9,7,332,664,120,Custom:XX.XXXXX/...XXXXX/.X..XXXX/..XXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.50|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
741,Animal,9,7,321,642,120,Custom:.X...XX../.XXXXXXX./..XXXX.X./.XXXXXXXX/.XXXXXXXX/XXXXXX.XX@0:0:1|LayerLine12@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.50|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
742,Sweet,9,7,321,642,120,Custom:.XXXX.XXX/XXXX.XX../..XX.XX../..XXXXX../X.XXXXXXX/XXXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.50|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
743,Bug,9,7,321,642,120,Custom:.X...X.X/XXXXX.XX/X.XXXXXX/XXXXXX.X/.XXXXXXX/XXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.50|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
744,Vehicle,9,7,321,642,121,Custom:XXX.X.X../XXXXXX..X/X.XXX..../XXXXX..../X.XXX..../XXXX.XX../XXXX.XXXX@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.50|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
745,Weather,9,7,321,642,121,Custom:X...X..../...X.X.../.XXXXXX../XXXXXX.../XXXXXXXX./.XXXXXX../XXXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.50|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
746,Tool,9,7,322,644,121,Custom:..XXXXX./.XXX.X../XXXXX.XX/XXXX...X/X.XXX..X/..XXXXXX/X.XXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.50|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
747,Fantasy,9,7,322,644,121,Custom:..XXX..../..XXXXX../..XXXXX../XXXXXXXX./XXXXXXXXX/XXXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.50|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
748,Food,9,7,322,644,121,Custom:..XXXX.../...XXXX../..XXXX.X./XXXXXXXXX/XXXXXXXXX/XXXXXX.XX@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.50|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
749,Plant,9,7,322,644,121,Custom:.XX.X.XX/...XXX.X/XXX.XXXX/XXXXXXXX/XXXXXXXX/X.XXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.50|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
750,Fantasy,9,7,335,670,141,Custom:XX...X.../XX...X.X./XX.XX.XXX/XXX..XXXX/XXXXXXXXX/XXXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.50|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
751,Sweet,9,7,323,646,121,Custom:...XXX.../...XXXX../.X..XXXXX/..XXXXX.X/.XXXXX.X./XXXXXXX../XXXXXX..X@0:0:1|LayerLine12@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.49|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
752,Bug,9,7,323,646,122,Custom:...X.X.X/...XXXX./X.XXXXXX/.X.XXXXX/..XXXXXX/..XXXX.X/XXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.49|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
753,Vehicle,9,7,323,646,122,Custom:.XXXXXX/.XXXXXX/XXXXXXX/..XXXX./..XXXXX/.XXXXXX/.X.XXXX@0:0:1|LayerCrown15@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.49|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
754,Weather,9,7,323,646,122,Custom:.XXX.X.../XXX....X./XXXX.XX../XXXXXXXXX/XXXXXXXX./XXXXX.XXX@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.49|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
755,Tool,9,7,324,648,122,Custom:XX..XXXX/XXX...XX/XX.X...X/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.49|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
756,Fantasy,9,7,324,648,122,Custom:..X.X..../XXXXXXX../.XXXXXXX./XXXXXXXX./XXXXXXXXX/XXXX...XX@0:0:1|LayerPillar12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.49|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
757,Food,9,7,324,648,122,Custom:XXXXXXX/.XXXXXX/XXXXXXX/XXXXXXX/XXXXXXX/.XXXXX.@0:0:1|LayerCross15@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.49|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
758,Plant,9,7,324,648,122,Custom:X..XX.../....XXX./.XX..XXX/XXXXX.XX/X.XX.XXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.49|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
759,Animal,9,7,324,648,122,Custom:..XXX.X./..XXXXXX/..XXXX.X/...XXXX./..XXXXX./.XXXXXXX/XXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.49|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
760,Fantasy,9,7,337,674,123,Custom:.XX..X..X/XX.X....X/XXXXX.X../XXXXXX..X/XXXXXXXXX/XXXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.49|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
761,Bug,9,7,325,650,123,Custom:XX....XX/XXXX.XXX/XXXX...X/.XXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.49|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
762,Vehicle,9,7,325,650,123,Custom:.XXX.X.../.XX..XXXX/..XXXXXXX/.XXXXXXXX/XXX.XXXXX/XXXXXX...@0:0:1|LayerCorners12@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.49|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
763,Weather,9,7,325,650,123,Custom:.XXXXX..X/X...X.X.X/....XX.XX/..XXXXXXX/XXXXXXXXX/XXXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.49|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
764,Tool,9,7,326,652,123,Custom:XXXX.XX/XXXXXXX/XXXXXXX/.XXXXXX/.XXXXXX/XXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.49|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
765,Fantasy,9,7,326,652,123,Custom:XX......./......XX./.XXXXX.XX/..XXXXXX./XXXXXXXX./XXX..XXXX/XXXXX.X.X@0:0:1|LayerCap18@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.49|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
766,Food,9,7,326,652,123,Custom:..XX...../.XXXX...X/..XX.X.../.X.X..XX./.XXXXXXXX/XXXXXXXXX/.XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.49|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
767,Plant,9,7,326,652,123,Custom:XXXXXXX./...XXXXX/....XX.X/..XX.XX./..XXXX../XXXXXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.49|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
768,Animal,9,7,326,652,124,Custom:.X.XXX../..XXXXXX/.XXXXXXX/XXXXXXXX/XXXXXXXX/.XXXXX.X@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.49|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
769,Sweet,9,7,327,654,124,Custom:X...XXXXX/.X.XXX.X./...XXXXXX/XX.XXXXXX/.X...XXXX/XXXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.49|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
770,Fantasy,9,7,339,678,124,Custom:X.XXXXXX/..XXXXXX/.XXXXXX./.XXXXXX./.X.XXXXX/XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.49|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
771,Vehicle,9,7,327,654,124,Custom:..X...X./.XX.XXXX/XXXXX.XX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.49|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
772,Weather,9,7,327,654,124,Custom:..XX.XX../.XX...X../XXXX..X.X/XXX...X../XXXXX..X./XXXXXXXX./XXXXXXXX.@0:0:1|LayerCorners12@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.49|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
773,Tool,9,7,328,656,124,Custom:....XXXX/X..XXXXX/...XXX.X/XX.XXX.X/.XXXXX.X/.XXXXX../XXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.49|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
774,Fantasy,9,7,328,656,124,Custom:..X...../.XX..XX./..X.XXX./XX.XXXXX/XXXXXXXX/XXXX.XXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.49|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
775,Food,9,7,328,656,144,Custom:X.X.X..../.XXX.X.X./.XXXXXX../XXXXXX.X./XXXXXXXXX/XXXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.49|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
